"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Autauga County, AL"	"01001"	Suppressed	166267	Suppressed
	"Baldwin County, AL"	"01003"	14	624900	Unreliable
	"Barbour County, AL"	"01005"	Suppressed	77724	Suppressed
	"Bibb County, AL"	"01007"	Suppressed	67894	Suppressed
	"Blount County, AL"	"01009"	11	173390	Unreliable
	"Bullock County, AL"	"01011"	Suppressed	31367	Suppressed
	"Butler County, AL"	"01013"	Suppressed	59977	Suppressed
	"Calhoun County, AL"	"01015"	Suppressed	344959	Suppressed
	"Chambers County, AL"	"01017"	Suppressed	101679	Suppressed
	"Cherokee County, AL"	"01019"	Suppressed	77441	Suppressed
	"Chilton County, AL"	"01021"	Suppressed	131951	Suppressed
	"Choctaw County, AL"	"01023"	Suppressed	39108	Suppressed
	"Clarke County, AL"	"01025"	Suppressed	73150	Suppressed
	"Clay County, AL"	"01027"	Suppressed	40414	Suppressed
	"Cleburne County, AL"	"01029"	Suppressed	44842	Suppressed
	"Coffee County, AL"	"01031"	Suppressed	154311	Suppressed
	"Colbert County, AL"	"01033"	Suppressed	163070	Suppressed
	"Conecuh County, AL"	"01035"	Suppressed	37536	Suppressed
	"Coosa County, AL"	"01037"	Suppressed	32059	Suppressed
	"Covington County, AL"	"01039"	Suppressed	112385	Suppressed
	"Crenshaw County, AL"	"01041"	Suppressed	41747	Suppressed
	"Cullman County, AL"	"01043"	Suppressed	247231	Suppressed
	"Dale County, AL"	"01045"	Suppressed	148017	Suppressed
	"Dallas County, AL"	"01047"	Suppressed	120354	Suppressed
	"DeKalb County, AL"	"01049"	Suppressed	213647	Suppressed
	"Elmore County, AL"	"01051"	Suppressed	244944	Suppressed
	"Escambia County, AL"	"01053"	Suppressed	112964	Suppressed
	"Etowah County, AL"	"01055"	17	308376	Unreliable
	"Fayette County, AL"	"01057"	Suppressed	49773	Suppressed
	"Franklin County, AL"	"01059"	Suppressed	94819	Suppressed
	"Geneva County, AL"	"01061"	Suppressed	79812	Suppressed
	"Greene County, AL"	"01063"	Suppressed	25231	Suppressed
	"Hale County, AL"	"01065"	Suppressed	44832	Suppressed
	"Henry County, AL"	"01067"	Suppressed	51532	Suppressed
	"Houston County, AL"	"01069"	Suppressed	312575	Suppressed
	"Jackson County, AL"	"01071"	Suppressed	156466	Suppressed
	"Jefferson County, AL"	"01073"	224	1979085	11.3
	"Lamar County, AL"	"01075"	Suppressed	41750	Suppressed
	"Lauderdale County, AL"	"01077"	Suppressed	277452	Suppressed
	"Lawrence County, AL"	"01079"	Suppressed	99408	Suppressed
	"Lee County, AL"	"01081"	Suppressed	477588	Suppressed
	"Limestone County, AL"	"01083"	Suppressed	278818	Suppressed
	"Lowndes County, AL"	"01085"	Suppressed	30892	Suppressed
	"Macon County, AL"	"01087"	Suppressed	56823	Suppressed
	"Madison County, AL"	"01089"	23	1071102	2.1
	"Marengo County, AL"	"01091"	Suppressed	59076	Suppressed
	"Marion County, AL"	"01093"	Suppressed	89999	Suppressed
	"Marshall County, AL"	"01095"	Suppressed	285430	Suppressed
	"Mobile County, AL"	"01097"	11	1244186	Unreliable
	"Monroe County, AL"	"01099"	Suppressed	64530	Suppressed
	"Montgomery County, AL"	"01101"	Suppressed	679514	Suppressed
	"Morgan County, AL"	"01103"	Suppressed	357395	Suppressed
	"Perry County, AL"	"01105"	Suppressed	28565	Suppressed
	"Pickens County, AL"	"01107"	Suppressed	61364	Suppressed
	"Pike County, AL"	"01109"	Suppressed	99599	Suppressed
	"Randolph County, AL"	"01111"	Suppressed	68018	Suppressed
	"Russell County, AL"	"01113"	Suppressed	174877	Suppressed
	"St. Clair County, AL"	"01115"	12	263292	Unreliable
	"Shelby County, AL"	"01117"	30	632940	4.7
	"Sumter County, AL"	"01119"	Suppressed	38830	Suppressed
	"Talladega County, AL"	"01121"	Suppressed	241030	Suppressed
	"Tallapoosa County, AL"	"01123"	Suppressed	122252	Suppressed
	"Tuscaloosa County, AL"	"01125"	Suppressed	617889	Suppressed
	"Walker County, AL"	"01127"	Suppressed	194319	Suppressed
	"Washington County, AL"	"01129"	Suppressed	50091	Suppressed
	"Wilcox County, AL"	"01131"	Suppressed	32764	Suppressed
	"Winston County, AL"	"01133"	Suppressed	71404	Suppressed
	"Aleutians East Borough, AK"	"02013"	Suppressed	10007	Suppressed
	"Aleutians West Census Area, AK"	"02016"	Suppressed	17112	Suppressed
	"Anchorage Borough, AK"	"02020"	31	891243	3.5
	"Bethel Census Area, AK"	"02050"	Suppressed	53990	Suppressed
	"Bristol Bay Borough, AK"	"02060"	Suppressed	2657	Suppressed
	"Denali Borough, AK"	"02068"	Suppressed	5946	Suppressed
	"Dillingham Census Area, AK"	"02070"	Suppressed	14883	Suppressed
	"Fairbanks North Star Borough, AK"	"02090"	Suppressed	299939	Suppressed
	"Haines Borough, AK"	"02100"	Suppressed	7556	Suppressed
	"Hoonah-Angoon Census Area, AK"	"02105"	Suppressed	6356	Suppressed
	"Juneau Borough, AK"	"02110"	Suppressed	97318	Suppressed
	"Kenai Peninsula Borough, AK"	"02122"	Suppressed	175182	Suppressed
	"Ketchikan Gateway Borough, AK"	"02130"	Suppressed	41311	Suppressed
	"Kodiak Island Borough, AK"	"02150"	Suppressed	41069	Suppressed
	"Lake and Peninsula Borough, AK"	"02164"	Suppressed	4745	Suppressed
	"Matanuska-Susitna Borough, AK"	"02170"	10	311992	Unreliable
	"Nome Census Area, AK"	"02180"	Suppressed	29684	Suppressed
	"North Slope Borough, AK"	"02185"	Suppressed	29075	Suppressed
	"Northwest Arctic Borough, AK"	"02188"	Suppressed	23109	Suppressed
	"Petersburg Borough/Census Area, AK"	"02195"	Suppressed	9607	Suppressed
	"Prince of Wales-Hyder Census Area, AK"	"02198"	Suppressed	19131	Suppressed
	"Prince of Wales-Outer Ketchikan Census Area, AK"	"02201"	Missing	Missing	Missing
	"Sitka Borough, AK"	"02220"	Suppressed	26382	Suppressed
	"Skagway Municipality, AK"	"02230"	Suppressed	3302	Suppressed
	"Skagway-Hoonah-Angoon Census Area, AK"	"02232"	Missing	Missing	Missing
	"Southeast Fairbanks Census Area, AK"	"02240"	Suppressed	20603	Suppressed
	"Valdez-Cordova Census Area, AK"	"02261"	Suppressed	27995	Suppressed
	"Wade Hampton Census Area, AK"	"02270"	Suppressed	24370	Suppressed
	"Wrangell City and Borough, AK"	"02275"	Suppressed	7314	Suppressed
	"Wrangell-Petersburg Census Area, AK"	"02280"	Missing	Missing	Missing
	"Yakutat Borough, AK"	"02282"	Suppressed	1819	Suppressed
	"Yukon-Koyukuk Census Area, AK"	"02290"	Suppressed	16424	Suppressed
	"Apache County, AZ"	"04001"	Suppressed	216192	Suppressed
	"Cochise County, AZ"	"04003"	11	376953	Unreliable
	"Coconino County, AZ"	"04005"	Suppressed	420781	Suppressed
	"Gila County, AZ"	"04007"	Suppressed	160216	Suppressed
	"Graham County, AZ"	"04009"	Suppressed	112731	Suppressed
	"Greenlee County, AZ"	"04011"	Suppressed	28597	Suppressed
	"La Paz County, AZ"	"04012"	Suppressed	61070	Suppressed
	"Maricopa County, AZ"	"04013"	332	12717977	2.6
	"Mohave County, AZ"	"04015"	Suppressed	617186	Suppressed
	"Navajo County, AZ"	"04017"	Suppressed	327259	Suppressed
	"Pima County, AZ"	"04019"	71	3049000	2.3
	"Pinal County, AZ"	"04021"	14	1255361	Unreliable
	"Santa Cruz County, AZ"	"04023"	Suppressed	138658	Suppressed
	"Yavapai County, AZ"	"04025"	16	675985	Unreliable
	"Yuma County, AZ"	"04027"	Suppressed	617440	Suppressed
	"Arkansas County, AR"	"05001"	Suppressed	54614	Suppressed
	"Ashley County, AR"	"05003"	Suppressed	61613	Suppressed
	"Baxter County, AR"	"05005"	Suppressed	123470	Suppressed
	"Benton County, AR"	"05007"	16	774263	Unreliable
	"Boone County, AR"	"05009"	Suppressed	111907	Suppressed
	"Bradley County, AR"	"05011"	Suppressed	32954	Suppressed
	"Calhoun County, AR"	"05013"	Suppressed	15620	Suppressed
	"Carroll County, AR"	"05015"	Suppressed	83294	Suppressed
	"Chicot County, AR"	"05017"	Suppressed	32608	Suppressed
	"Clark County, AR"	"05019"	Suppressed	67583	Suppressed
	"Clay County, AR"	"05021"	Suppressed	44949	Suppressed
	"Cleburne County, AR"	"05023"	Suppressed	75779	Suppressed
	"Cleveland County, AR"	"05025"	Suppressed	24754	Suppressed
	"Columbia County, AR"	"05027"	Suppressed	71642	Suppressed
	"Conway County, AR"	"05029"	Suppressed	62872	Suppressed
	"Craighead County, AR"	"05031"	Suppressed	317304	Suppressed
	"Crawford County, AR"	"05033"	Suppressed	186966	Suppressed
	"Crittenden County, AR"	"05035"	10	146948	Unreliable
	"Cross County, AR"	"05037"	Suppressed	51184	Suppressed
	"Dallas County, AR"	"05039"	Suppressed	22466	Suppressed
	"Desha County, AR"	"05041"	Suppressed	35605	Suppressed
	"Drew County, AR"	"05043"	Suppressed	55976	Suppressed
	"Faulkner County, AR"	"05045"	Suppressed	367433	Suppressed
	"Franklin County, AR"	"05047"	Suppressed	53218	Suppressed
	"Fulton County, AR"	"05049"	Suppressed	36382	Suppressed
	"Garland County, AR"	"05051"	Suppressed	293312	Suppressed
	"Grant County, AR"	"05053"	Suppressed	54349	Suppressed
	"Greene County, AR"	"05055"	Suppressed	133847	Suppressed
	"Hempstead County, AR"	"05057"	Suppressed	65919	Suppressed
	"Hot Spring County, AR"	"05059"	Suppressed	100374	Suppressed
	"Howard County, AR"	"05061"	Suppressed	40155	Suppressed
	"Independence County, AR"	"05063"	Suppressed	111724	Suppressed
	"Izard County, AR"	"05065"	Suppressed	40564	Suppressed
	"Jackson County, AR"	"05067"	Suppressed	51694	Suppressed
	"Jefferson County, AR"	"05069"	Suppressed	210696	Suppressed
	"Johnson County, AR"	"05071"	Suppressed	78869	Suppressed
	"Lafayette County, AR"	"05073"	Suppressed	20705	Suppressed
	"Lawrence County, AR"	"05075"	Suppressed	50039	Suppressed
	"Lee County, AR"	"05077"	Suppressed	28136	Suppressed
	"Lincoln County, AR"	"05079"	Suppressed	41171	Suppressed
	"Little River County, AR"	"05081"	Suppressed	37282	Suppressed
	"Logan County, AR"	"05083"	Suppressed	65228	Suppressed
	"Lonoke County, AR"	"05085"	Suppressed	216771	Suppressed
	"Madison County, AR"	"05087"	Suppressed	48178	Suppressed
	"Marion County, AR"	"05089"	Suppressed	48938	Suppressed
	"Miller County, AR"	"05091"	Suppressed	131679	Suppressed
	"Mississippi County, AR"	"05093"	Suppressed	128732	Suppressed
	"Monroe County, AR"	"05095"	Suppressed	21653	Suppressed
	"Montgomery County, AR"	"05097"	Suppressed	26768	Suppressed
	"Nevada County, AR"	"05099"	Suppressed	25283	Suppressed
	"Newton County, AR"	"05101"	Suppressed	23677	Suppressed
	"Ouachita County, AR"	"05103"	Suppressed	72324	Suppressed
	"Perry County, AR"	"05105"	Suppressed	30669	Suppressed
	"Phillips County, AR"	"05107"	Suppressed	57060	Suppressed
	"Pike County, AR"	"05109"	Suppressed	32382	Suppressed
	"Poinsett County, AR"	"05111"	Suppressed	72217	Suppressed
	"Polk County, AR"	"05113"	Suppressed	60507	Suppressed
	"Pope County, AR"	"05115"	Suppressed	191004	Suppressed
	"Prairie County, AR"	"05117"	Suppressed	24790	Suppressed
	"Pulaski County, AR"	"05119"	30	1179870	2.5
	"Randolph County, AR"	"05121"	Suppressed	52474	Suppressed
	"St. Francis County, AR"	"05123"	Suppressed	78715	Suppressed
	"Saline County, AR"	"05125"	Suppressed	355486	Suppressed
	"Scott County, AR"	"05127"	Suppressed	31235	Suppressed
	"Searcy County, AR"	"05129"	Suppressed	23774	Suppressed
	"Sebastian County, AR"	"05131"	Suppressed	383680	Suppressed
	"Sevier County, AR"	"05133"	Suppressed	51315	Suppressed
	"Sharp County, AR"	"05135"	Suppressed	51462	Suppressed
	"Stone County, AR"	"05137"	Suppressed	37532	Suppressed
	"Union County, AR"	"05139"	Suppressed	119480	Suppressed
	"Van Buren County, AR"	"05141"	Suppressed	49905	Suppressed
	"Washington County, AR"	"05143"	10	685522	Unreliable
	"White County, AR"	"05145"	Suppressed	237440	Suppressed
	"Woodruff County, AR"	"05147"	Suppressed	19953	Suppressed
	"Yell County, AR"	"05149"	Suppressed	64788	Suppressed
	"Alameda County, CA"	"06001"	26	4949109	0.5
	"Alpine County, CA"	"06003"	Suppressed	3301	Suppressed
	"Amador County, CA"	"06005"	Suppressed	113010	Suppressed
	"Butte County, CA"	"06007"	Suppressed	681569	Suppressed
	"Calaveras County, CA"	"06009"	Suppressed	135669	Suppressed
	"Colusa County, CA"	"06011"	Suppressed	64875	Suppressed
	"Contra Costa County, CA"	"06013"	27	3409311	0.8
	"Del Norte County, CA"	"06015"	Suppressed	82264	Suppressed
	"El Dorado County, CA"	"06017"	Suppressed	559064	Suppressed
	"Fresno County, CA"	"06019"	23	2944031	0.8
	"Glenn County, CA"	"06021"	Suppressed	84196	Suppressed
	"Humboldt County, CA"	"06023"	Suppressed	409127	Suppressed
	"Imperial County, CA"	"06025"	Suppressed	543904	Suppressed
	"Inyo County, CA"	"06027"	Suppressed	54430	Suppressed
	"Kern County, CA"	"06029"	29	2660083	1.1
	"Kings County, CA"	"06031"	Suppressed	450851	Suppressed
	"Lake County, CA"	"06033"	10	192953	Unreliable
	"Lassen County, CA"	"06035"	Suppressed	93378	Suppressed
	"Los Angeles County, CA"	"06037"	227	30471714	0.7
	"Madera County, CA"	"06039"	Suppressed	466585	Suppressed
	"Marin County, CA"	"06041"	Suppressed	782827	Suppressed
	"Mariposa County, CA"	"06043"	Suppressed	52510	Suppressed
	"Mendocino County, CA"	"06045"	Suppressed	263295	Suppressed
	"Merced County, CA"	"06047"	Suppressed	809800	Suppressed
	"Modoc County, CA"	"06049"	Suppressed	26619	Suppressed
	"Mono County, CA"	"06051"	Suppressed	42058	Suppressed
	"Monterey County, CA"	"06053"	Suppressed	1307037	Suppressed
	"Napa County, CA"	"06055"	Suppressed	425595	Suppressed
	"Nevada County, CA"	"06057"	Suppressed	297798	Suppressed
	"Orange County, CA"	"06059"	146	9532708	1.5
	"Placer County, CA"	"06061"	Suppressed	1142088	Suppressed
	"Plumas County, CA"	"06063"	Suppressed	55778	Suppressed
	"Riverside County, CA"	"06065"	54	7172033	0.8
	"Sacramento County, CA"	"06067"	28	4546410	0.6
	"San Benito County, CA"	"06069"	Suppressed	178516	Suppressed
	"San Bernardino County, CA"	"06071"	25	6425633	0.4
	"San Diego County, CA"	"06073"	191	9954955	1.9
	"San Francisco County, CA"	"06075"	57	2620066	2.2
	"San Joaquin County, CA"	"06077"	19	2205239	Unreliable
	"San Luis Obispo County, CA"	"06079"	Suppressed	847693	Suppressed
	"San Mateo County, CA"	"06081"	15	2301342	Unreliable
	"Santa Barbara County, CA"	"06083"	18	1339089	Unreliable
	"Santa Clara County, CA"	"06085"	40	5775599	0.7
	"Santa Cruz County, CA"	"06087"	12	824716	Unreliable
	"Shasta County, CA"	"06089"	Suppressed	539085	Suppressed
	"Sierra County, CA"	"06091"	Suppressed	8913	Suppressed
	"Siskiyou County, CA"	"06093"	Suppressed	131010	Suppressed
	"Solano County, CA"	"06095"	Suppressed	1321757	Suppressed
	"Sonoma County, CA"	"06097"	19	1509433	Unreliable
	"Stanislaus County, CA"	"06099"	Suppressed	1627847	Suppressed
	"Sutter County, CA"	"06101"	Suppressed	289762	Suppressed
	"Tehama County, CA"	"06103"	Suppressed	190510	Suppressed
	"Trinity County, CA"	"06105"	Suppressed	38560	Suppressed
	"Tulare County, CA"	"06107"	Suppressed	1384793	Suppressed
	"Tuolumne County, CA"	"06109"	Suppressed	161761	Suppressed
	"Ventura County, CA"	"06111"	37	2554497	1.4
	"Yolo County, CA"	"06113"	Suppressed	647934	Suppressed
	"Yuba County, CA"	"06115"	Suppressed	226798	Suppressed
	"Adams County, CO"	"08001"	26	1492691	1.7
	"Alamosa County, CO"	"08003"	Suppressed	49701	Suppressed
	"Arapahoe County, CO"	"08005"	27	1911216	1.4
	"Archuleta County, CO"	"08007"	Suppressed	38521	Suppressed
	"Baca County, CO"	"08009"	Suppressed	10745	Suppressed
	"Bent County, CO"	"08011"	Suppressed	17629	Suppressed
	"Boulder County, CO"	"08013"	Suppressed	964112	Suppressed
	"Broomfield County, CO"	"08014"	Suppressed	199935	Suppressed
	"Chaffee County, CO"	"08015"	Suppressed	57354	Suppressed
	"Cheyenne County, CO"	"08017"	Suppressed	5522	Suppressed
	"Clear Creek County, CO"	"08019"	Suppressed	28313	Suppressed
	"Conejos County, CO"	"08021"	Suppressed	24443	Suppressed
	"Costilla County, CO"	"08023"	Suppressed	11081	Suppressed
	"Crowley County, CO"	"08025"	Suppressed	17066	Suppressed
	"Custer County, CO"	"08027"	Suppressed	13921	Suppressed
	"Delta County, CO"	"08029"	Suppressed	90989	Suppressed
	"Denver County, CO"	"08031"	43	2080226	2.1
	"Dolores County, CO"	"08033"	Suppressed	6101	Suppressed
	"Douglas County, CO"	"08035"	Suppressed	986318	Suppressed
	"Eagle County, CO"	"08037"	Suppressed	162366	Suppressed
	"Elbert County, CO"	"08039"	Suppressed	75608	Suppressed
	"El Paso County, CO"	"08041"	40	2061987	1.9
	"Fremont County, CO"	"08043"	Suppressed	141697	Suppressed
	"Garfield County, CO"	"08045"	Suppressed	176100	Suppressed
	"Gilpin County, CO"	"08047"	Suppressed	17772	Suppressed
	"Grand County, CO"	"08049"	Suppressed	44944	Suppressed
	"Gunnison County, CO"	"08051"	Suppressed	49414	Suppressed
	"Hinsdale County, CO"	"08053"	Suppressed	2356	Suppressed
	"Huerfano County, CO"	"08055"	Suppressed	19831	Suppressed
	"Jackson County, CO"	"08057"	Suppressed	4098	Suppressed
	"Jefferson County, CO"	"08059"	15	1711974	Unreliable
	"Kiowa County, CO"	"08061"	Suppressed	4172	Suppressed
	"Kit Carson County, CO"	"08063"	Suppressed	23111	Suppressed
	"Lake County, CO"	"08065"	Suppressed	22881	Suppressed
	"La Plata County, CO"	"08067"	Suppressed	165900	Suppressed
	"Larimer County, CO"	"08069"	13	1017546	Unreliable
	"Las Animas County, CO"	"08071"	Suppressed	42399	Suppressed
	"Lincoln County, CO"	"08073"	Suppressed	16746	Suppressed
	"Logan County, CO"	"08075"	Suppressed	65851	Suppressed
	"Mesa County, CO"	"08077"	19	450212	Unreliable
	"Mineral County, CO"	"08079"	Suppressed	2224	Suppressed
	"Moffat County, CO"	"08081"	Suppressed	39177	Suppressed
	"Montezuma County, CO"	"08083"	Suppressed	79307	Suppressed
	"Montrose County, CO"	"08085"	Suppressed	124201	Suppressed
	"Morgan County, CO"	"08087"	Suppressed	84826	Suppressed
	"Otero County, CO"	"08089"	Suppressed	54964	Suppressed
	"Ouray County, CO"	"08091"	Suppressed	14342	Suppressed
	"Park County, CO"	"08093"	Suppressed	51581	Suppressed
	"Phillips County, CO"	"08095"	Suppressed	12929	Suppressed
	"Pitkin County, CO"	"08097"	Suppressed	53429	Suppressed
	"Prowers County, CO"	"08099"	Suppressed	35946	Suppressed
	"Pueblo County, CO"	"08101"	Suppressed	495189	Suppressed
	"Rio Blanco County, CO"	"08103"	Suppressed	19536	Suppressed
	"Rio Grande County, CO"	"08105"	Suppressed	34323	Suppressed
	"Routt County, CO"	"08107"	Suppressed	73998	Suppressed
	"Saguache County, CO"	"08109"	Suppressed	19266	Suppressed
	"San Juan County, CO"	"08111"	Suppressed	2110	Suppressed
	"San Miguel County, CO"	"08113"	Suppressed	23863	Suppressed
	"Sedgwick County, CO"	"08115"	Suppressed	7150	Suppressed
	"Summit County, CO"	"08117"	Suppressed	91216	Suppressed
	"Teller County, CO"	"08119"	Suppressed	72074	Suppressed
	"Washington County, CO"	"08121"	Suppressed	14710	Suppressed
	"Weld County, CO"	"08123"	Suppressed	884739	Suppressed
	"Yuma County, CO"	"08125"	Suppressed	30324	Suppressed
	"Fairfield County, CT"	"09001"	230	2842151	8.1
	"Hartford County, CT"	"09003"	444	2683618	16.5
	"Litchfield County, CT"	"09005"	70	548351	12.8
	"Middlesex County, CT"	"09007"	67	490802	13.7
	"New Haven County, CT"	"09009"	328	2576780	12.7
	"New London County, CT"	"09011"	129	810697	15.9
	"Tolland County, CT"	"09013"	68	453999	15.0
	"Windham County, CT"	"09015"	61	349124	17.5
	"Kent County, DE"	"10001"	47	525184	8.9
