"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Warren County, MS"	"28149"	Suppressed	190454	Suppressed
	"Washington County, MS"	"28151"	Suppressed	192997	Suppressed
	"Wayne County, MS"	"28153"	Suppressed	82041	Suppressed
	"Webster County, MS"	"28155"	Suppressed	39623	Suppressed
	"Wilkinson County, MS"	"28157"	Suppressed	36498	Suppressed
	"Winston County, MS"	"28159"	Suppressed	73829	Suppressed
	"Yalobusha County, MS"	"28161"	Suppressed	49593	Suppressed
	"Yazoo County, MS"	"28163"	Suppressed	110144	Suppressed
	"Adair County, MO"	"29001"	Suppressed	101929	Suppressed
	"Andrew County, MO"	"29003"	Suppressed	69675	Suppressed
	"Atchison County, MO"	"29005"	Suppressed	21412	Suppressed
	"Audrain County, MO"	"29007"	Suppressed	103285	Suppressed
	"Barry County, MO"	"29009"	Suppressed	142731	Suppressed
	"Barton County, MO"	"29011"	Suppressed	48062	Suppressed
	"Bates County, MO"	"29013"	Suppressed	65914	Suppressed
	"Benton County, MO"	"29015"	Suppressed	75482	Suppressed
	"Bollinger County, MO"	"29017"	Suppressed	49372	Suppressed
	"Boone County, MO"	"29019"	Suppressed	696735	Suppressed
