"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Autauga County, AL"	"01001"	Suppressed	221561	Suppressed
	"Baldwin County, AL"	"01003"	16	816842	Unreliable
	"Barbour County, AL"	"01005"	Suppressed	105198	Suppressed
	"Bibb County, AL"	"01007"	Suppressed	90329	Suppressed
	"Blount County, AL"	"01009"	11	231308	Unreliable
	"Bullock County, AL"	"01011"	Suppressed	42074	Suppressed
	"Butler County, AL"	"01013"	Suppressed	80384	Suppressed
	"Calhoun County, AL"	"01015"	Suppressed	461991	Suppressed
	"Chambers County, AL"	"01017"	Suppressed	135794	Suppressed
	"Cherokee County, AL"	"01019"	Suppressed	103822	Suppressed
	"Chilton County, AL"	"01021"	Suppressed	175890	Suppressed
	"Choctaw County, AL"	"01023"	Suppressed	52687	Suppressed
	"Clarke County, AL"	"01025"	Suppressed	98627	Suppressed
	"Clay County, AL"	"01027"	Suppressed	53897	Suppressed
	"Cleburne County, AL"	"01029"	Suppressed	59898	Suppressed
	"Coffee County, AL"	"01031"	Suppressed	204947	Suppressed
	"Colbert County, AL"	"01033"	Suppressed	217779	Suppressed
	"Conecuh County, AL"	"01035"	Suppressed	50421	Suppressed
	"Coosa County, AL"	"01037"	Suppressed	43119	Suppressed
	"Covington County, AL"	"01039"	Suppressed	150350	Suppressed
	"Crenshaw County, AL"	"01041"	Suppressed	55747	Suppressed
	"Cullman County, AL"	"01043"	Suppressed	327326	Suppressed
	"Dale County, AL"	"01045"	Suppressed	197820	Suppressed
	"Dallas County, AL"	"01047"	Suppressed	162930	Suppressed
	"DeKalb County, AL"	"01049"	Suppressed	284595	Suppressed
	"Elmore County, AL"	"01051"	Suppressed	325355	Suppressed
	"Escambia County, AL"	"01053"	Suppressed	150891	Suppressed
	"Etowah County, AL"	"01055"	19	412781	Unreliable
	"Fayette County, AL"	"01057"	Suppressed	66797	Suppressed
	"Franklin County, AL"	"01059"	Suppressed	126256	Suppressed
	"Geneva County, AL"	"01061"	Suppressed	106474	Suppressed
	"Greene County, AL"	"01063"	Suppressed	34049	Suppressed
	"Hale County, AL"	"01065"	Suppressed	60354	Suppressed
	"Henry County, AL"	"01067"	Suppressed	68797	Suppressed
	"Houston County, AL"	"01069"	Suppressed	416263	Suppressed
	"Jackson County, AL"	"01071"	Suppressed	209663	Suppressed
	"Jefferson County, AL"	"01073"	218	2638990	8.3
	"Lamar County, AL"	"01075"	Suppressed	56186	Suppressed
	"Lauderdale County, AL"	"01077"	Suppressed	370749	Suppressed
	"Lawrence County, AL"	"01079"	Suppressed	133357	Suppressed
	"Lee County, AL"	"01081"	Suppressed	625783	Suppressed
	"Limestone County, AL"	"01083"	Suppressed	366787	Suppressed
	"Lowndes County, AL"	"01085"	Suppressed	41717	Suppressed
	"Macon County, AL"	"01087"	Suppressed	76831	Suppressed
	"Madison County, AL"	"01089"	22	1415204	1.6
	"Marengo County, AL"	"01091"	Suppressed	79313	Suppressed
	"Marion County, AL"	"01093"	Suppressed	120436	Suppressed
	"Marshall County, AL"	"01095"	Suppressed	380101	Suppressed
	"Mobile County, AL"	"01097"	11	1657993	Unreliable
	"Monroe County, AL"	"01099"	Suppressed	87040	Suppressed
	"Montgomery County, AL"	"01101"	Suppressed	905843	Suppressed
	"Morgan County, AL"	"01103"	Suppressed	477224	Suppressed
	"Perry County, AL"	"01105"	Suppressed	38759	Suppressed
	"Pickens County, AL"	"01107"	Suppressed	80266	Suppressed
	"Pike County, AL"	"01109"	Suppressed	133281	Suppressed
	"Randolph County, AL"	"01111"	Suppressed	90588	Suppressed
	"Russell County, AL"	"01113"	Suppressed	234410	Suppressed
	"St. Clair County, AL"	"01115"	14	349223	Unreliable
	"Shelby County, AL"	"01117"	28	835062	3.4
	"Sumter County, AL"	"01119"	Suppressed	52254	Suppressed
	"Talladega County, AL"	"01121"	Suppressed	322586	Suppressed
	"Tallapoosa County, AL"	"01123"	Suppressed	163776	Suppressed
	"Tuscaloosa County, AL"	"01125"	11	816946	Unreliable
	"Walker County, AL"	"01127"	Suppressed	260494	Suppressed
	"Washington County, AL"	"01129"	Suppressed	66998	Suppressed
	"Wilcox County, AL"	"01131"	Suppressed	44110	Suppressed
	"Winston County, AL"	"01133"	Suppressed	95823	Suppressed
	"Aleutians East Borough, AK"	"02013"	Suppressed	13118	Suppressed
	"Aleutians West Census Area, AK"	"02016"	Suppressed	22671	Suppressed
	"Anchorage Borough, AK"	"02020"	32	1194508	2.7
	"Bethel Census Area, AK"	"02050"	Suppressed	71670	Suppressed
	"Bristol Bay Borough, AK"	"02060"	Suppressed	3682	Suppressed
	"Denali Borough, AK"	"02068"	Suppressed	7815	Suppressed
	"Dillingham Census Area, AK"	"02070"	Suppressed	19884	Suppressed
	"Fairbanks North Star Borough, AK"	"02090"	Suppressed	400101	Suppressed
	"Haines Borough, AK"	"02100"	Suppressed	10180	Suppressed
	"Hoonah-Angoon Census Area, AK"	"02105"	Suppressed	6305	Suppressed
	"Juneau Borough, AK"	"02110"	Suppressed	129628	Suppressed
	"Kenai Peninsula Borough, AK"	"02122"	Suppressed	231747	Suppressed
	"Ketchikan Gateway Borough, AK"	"02130"	Suppressed	55118	Suppressed
